"asx","oecd_li","abs_imports","abs_exports","gold_price_london_fixing","unemployment","rba_cash_rate","yearly_inflation","quarterly_inflation","exchange_rate","djia","pe_ratio","dividend","iron","oil","binary_asx"
-0.0919865962722732,0.311432244652596,-0.0929399217182439,-0.136295647822433,-0.149089291627618,-0.521824671625173,0.87324211457173,0.0831977997600077,1.06476362706703,-0.00163516929638361,-0.158807550566443,1.01709971211677,-1.08272814789539,-0.122876094169943,-0.0554899681921061,0
0.334890156815844,0.214812726736165,-0.128071432809268,0.226036055169336,-0.791173758351461,0.398223144069796,0.87324211457173,0.0831977997600077,1.06476362706703,0.588303984241992,0.525330765502782,0.100878554553271,-0.751339057774372,-0.122876094169943,0.186539529713599,1
-0.493015279839694,0.101918904587983,1.67976169341721,1.09644984972888,0.446747288279743,0.606208146696407,1.01074811270339,0.0831977997600077,1.06476362706703,-0.669298860198999,-0.791594095808957,0.00443422217816563,-0.585644512713864,-0.122876094169943,1.36643333200392,0
-0.912801381963036,0.0243593826186344,-0.220479117644829,1.18170651866738,-0.559664305645444,0.15884659349049,1.01074811270339,-0.0290224882883749,-0.2548152269904,0.336564731134918,-0.928675068586173,-0.28489877494715,-0.419949967653356,-0.122876094169943,-0.26614527192485,0
0.728323537960128,-0.0327326360105852,0.124453613365286,0.486434503169415,0.114979249616552,-0.213908993876381,1.01074811270339,-0.0290224882883749,-0.2548152269904,-0.924363314641889,0.540162969250768,-0.28489877494715,-0.419949967653356,-0.122876094169943,-0.699379764507285,1
1.02075103043977,-0.0929475616680717,-0.0754814932311545,-0.712890909135978,-0.894296566953105,-0.311529943377504,1.01074811270339,-0.0290224882883749,-0.2548152269904,0.298756063874039,-0.635775640626126,0.149100720740823,-0.751339057774372,-0.122876094169943,1.30955639999608,1
0.597245463340509,-0.16368946970248,0.0617978829964254,0.594711810321397,0.796274819206944,-0.740224769466528,1.01074811270339,0.0831977997600077,0.00910054382108575,-0.157688552596264,0.767402683368892,0.341989385491034,-0.917033602834879,-0.122876094169943,0.553905731891903,1
0.259044576170224,-0.229695701820819,0.674658804508997,-0.502749539826743,-0.586634178819628,-1.1555731599088,1.01074811270339,0.0831977997600077,0.00910054382108575,-0.464912016045138,-0.547337947334692,0.534878050241245,-1.4141172380164,-0.122876094169943,1.10132898789957,1
1.06683844763537,-0.269061924219239,-0.182987737922901,-0.302579823235398,0.12215048941155,-0.961344432105767,1.01074811270339,0.0831977997600077,0.00910054382108575,0.54529319214439,0.0570093333789295,0.534878050241245,-0.917033602834879,-0.122876094169943,0.119515976447404,1
-1.1279639891828,-0.272947231085382,-0.36251718820693,0.687468930439843,1.69878063901867,-0.467767036558697,1.01074811270339,0.756519528050303,1.06476362706703,-0.478600432396871,-0.476177741310234,0.197322886928377,-0.751339057774372,-0.122876094169943,-0.744907325862904,0
0.950298341773845,-0.251350789523787,1.55713321007188,-0.526958597413427,-0.180466257079634,-0.897979334097968,1.01074811270339,0.756519528050303,1.06476362706703,-0.373054866452711,0.752764303234857,0.293767219303482,-0.751339057774372,-0.122876094169943,-0.789385865067473,1
0.641586682114865,-0.219242027120599,-1.36553536327061,1.78620630252922,0.737145181129326,-1.13841019215074,1.01074811270339,0.756519528050303,1.06476362706703,-0.201328870324234,-0.3705597984889,0.534878050241245,-0.917033602834879,-0.122876094169943,0.140637383559068,1
0.839376791215213,-0.20868572167298,-0.315913990369111,-2.96539043949781,0.620976928282482,-0.563035600598795,1.01074811270339,0.419858663905155,0.00910054382108575,0.667439014615499,0.197819188526205,0.775988881179008,-1.08272814789539,1.75256012958985,1.10132898789957,1
-0.140479575018341,-0.222438241825567,-0.724781251196072,1.6355120321716,2.04376058303159,0.526377874027144,1.01074811270339,0.419858663905155,0.00910054382108575,-0.485269054584035,0.147523174922418,-0.0920101101969402,-0.751339057774372,-0.122876094169943,-0.580507802110636,0
1.03618767974631,-0.266466832463354,1.57675662040954,0.677242452086757,-0.611371443068582,0.654671248464382,1.01074811270339,0.419858663905155,0.00910054382108575,-0.858825988929216,0.115572215650292,0.390211551678587,-1.08272814789539,-0.122876094169943,0.127984006026735,1
0.575981341634107,-0.313193145604424,-0.407491481932222,0.101187902086323,0.829601393576527,-0.290791166890797,1.01074811270339,0.532078951953538,0.536932085444059,1.51643938422608,0.445078586074325,0.63132238261635,-1.2484226929559,-0.122876094169943,1.20844185420436,1
-1.39010176394371,-0.300833471309514,1.17411285927708,-0.0937813277195123,1.69068618300805,-0.429488971582791,1.14825411083504,0.532078951953538,0.536932085444059,0.35202651794254,-0.614023570043643,0.149100720740823,-0.751339057774372,-0.122876094169943,0.107015551830296,0
0.290373076207727,-0.192660663542073,-0.372455995964631,0.957509051435292,0.339639207149788,-0.790465872421691,1.14825411083504,0.532078951953538,0.536932085444059,-0.755991965166254,-0.200716562352247,0.197322886928377,-0.751339057774372,-0.122876094169943,-0.0554899681921061,1
-0.552683699132052,0.00852492444719604,-0.8279915824638,-0.432616446759387,-1.7722628937707,-0.971212567229512,1.14825411083504,1.76650212048575,2.38434248112446,0.857309273627915,-0.0748542153872698,0.149100720740823,-0.751339057774372,-0.122876094169943,0.425160161451619,0
0.595272834425629,0.259970255595437,0.809753653969812,-0.145487878710423,1.05821941209532,-1.61905860905645,1.2857601089667,1.76650212048575,2.38434248112446,-0.116501572112289,0.294476164725772,-0.767120436822677,-0.585644512713864,-0.122876094169943,-0.209211406051135,1
