Date,Price,CVol,Change,% Change,Open,High,Low
01/29/10,4570,0,-180.99,-3.81,"4,725.70","4,725.70","4,566.70"
01/22/10,4751,0,-148.98,-3.04,"4,888.90","4,930.00","4,716.00"
01/15/10,4900,0,-12.54,-0.26,"4,921.40","4,955.10","4,852.90"
1/08/2010,4912,0,41.49,0.85,"4,864.20","4,938.50","4,862.30"
12/31/09,4871,0,79.79,1.67,"4,795.70","4,873.60","4,795.70"
12/24/09,4791,0,140.33,3.02,"4,660.40","4,790.90","4,635.10"
12/18/09,4651,0,15.29,0.33,"4,636.40","4,703.10","4,604.70"
12/11/2009,4635,0,-66.99,-1.42,"4,666.00","4,697.20","4,596.20"
12/04/2009,4702,0,130.15,2.85,"4,592.80","4,795.20","4,592.80"
11/27/09,4572,0,-113.7,-2.43,"4,688.80","4,763.90","4,562.70"
11/20/09,4686,0,-20.68,-0.44,"4,715.90","4,799.00","4,673.20"
11/13/09,4706,0,112.4,2.45,"4,596.80","4,796.60","4,596.80"
11/06/2009,4594,0,-49.19,-1.06,"4,612.60","4,612.60","4,502.50"
10/30/09,4643,0,-216.17,-4.45,"4,846.90","4,848.80","4,562.50"
10/23/09,4859,0,22.96,0.47,"4,830.40","4,871.30","4,772.10"
10/16/09,4836,0,83.59,1.76,"4,762.40","4,895.30","4,736.90"
10/09/2009,4753,0,151.2,3.29,"4,601.70","4,803.50","4,582.90"
10/02/2009,4602,0,-111.61,-2.37,"4,703.80","4,767.90","4,601.50"
09/25/09,4713,0,20.02,0.43,"4,687.40","4,735.60","4,639.40"
09/18/09,4693,0,97.17,2.11,"4,595.70","4,749.70","4,518.80"
9/11/2009,4596,0,160.56,3.62,"4,443.10","4,608.60","4,435.50"
9/04/2009,4436,0,-54.07,-1.2,"4,485.70","4,537.20","4,410.00"
08/28/09,4490,0,199.03,4.64,"4,291.10","4,492.60","4,290.60"
08/21/09,4291,0,-170.45,-3.82,"4,461.00","4,461.00","4,260.70"
08/14/09,4461,0,161.56,3.76,"4,299.40","4,509.50","4,279.00"
8/07/2009,4299,0,,,"4,244.00","4,340.00","4,244.60"
